Region,SubRegion,Country,City,Airport name,IATA Code
Europe,Central Europe,Switzerland,Zürich,Zurich Airport,ZRH
Europe,Central Europe,Poland,Bydgoszcz,Bydgoszcz Ignacy Jan Paderewski Airport,BZG
Europe,Central Europe,Poland,Gdańsk,Gdańsk Lech Wałęsa Airport,GDN
Europe,Central Europe,Poland,Katowice,Katowice Airport,KTW
Europe,Central Europe,Poland,Kraków,Kraków John Paul II International Airport,KRK
Europe,Central Europe,Poland,Lublin,Lublin Airport,LUZ
Europe,Central Europe,Poland,Łódź,Łódź Władysław Reymont Airport,LCJ
Europe,Central Europe,Poland,Poznań,Poznań–Ławica Airport,POZ
Europe,Central Europe,Poland,Rzeszów,Rzeszów–Jasionka Airport,RZE
Europe,Central Europe,Poland,Szczecin,Solidarity Szczecin–Goleniów Airport,SZZ
Europe,Central Europe,Poland,Warsaw,Warsaw Chopin Airport,WAW
Europe,Central Europe,Poland,Warsaw Modlin Airport,WMI,
Europe,Central Europe,Poland,Wrocław,Copernicus Airport Wrocław,WRO
Europe,Southern Europe,Croatia,Brač,Brač Airport,BWK
Europe,Southern Europe,Croatia,Dubrovnik,Dubrovnik Airport,DBV
Europe,Southern Europe,Croatia,Mali Lošinj,Lošinj Airport,LSZ
Europe,Southern Europe,Croatia,Osijek,Osijek Airport,OSI
Europe,Southern Europe,Croatia,Pula,Pula Airport,PUY
Europe,Southern Europe,Croatia,Rijeka,Rijeka Airport,RJK
Europe,Southern Europe,Croatia,Split,Split Airport,SPU
Europe,Southern Europe,Croatia,Zadar,Zadar Airport,ZAD
Europe,Southern Europe,Croatia,Zagreb,Zagreb Airport,ZAG
Europe,Southern Europe,Cyprus,Larnaca,Larnaca International Airport,LCA
Europe,Southern Europe,Cyprus,Paphos,Paphos International Airport,PFO
Europe,Southern Europe,Cyprus,North Nicosia,Ercan International Airport,ECN
Europe,Southern Europe,Malta,Valletta,Malta International Airport,MLA
Europe,Southern Europe,Portugal,Beja,Beja Airport,BYJ
Europe,Southern Europe,Portugal,Faro,Faro Airport,FAO
Europe,Southern Europe,Portugal,Funchal,Madeira Airport,FNC
Europe,Southern Europe,Portugal,Porto Santo Island,Porto Santo Airport,PXO
Europe,Southern Europe,Portugal,Lisbon,Lisbon Airport,LIS
Europe,Southern Europe,Portugal,Porto,Francisco Sá Carneiro Airport,OPO
Europe,Southern Europe,Portugal,Ponta Delgada,João Paulo II Airport,PDL
Europe,Southern Europe,Portugal,Terceira Island,Lajes Airport,TER
Europe,Southern Europe,Slovenia,Ljubljana,Ljubljana Jože Pučnik Airport,LJU
Europe,Southern Europe,Slovenia,Maribor,Maribor Edvard Rusjan Airport,MBX
Europe,Southern Europe,Slovenia,Portorož,Portorož Airport,POW
Europe,Eastern Europe,Albania,Tirana,Tirana International Airport Nënë Tereza,TIA
Europe,Eastern Europe,Albania,Kukes,Kukës International Airport Zayed,KFZ
Europe,Eastern Europe,Armenia,Yerevan,Zvartnots International Airport,EVN
Europe,Eastern Europe,Armenia,Gyumri,Shirak Airport,LWN
Europe,Eastern Europe,Azerbaijan,Baku,Heydar Aliyev International Airport,GYD
Europe,Eastern Europe,Azerbaijan,Ganja,Ganja International Airport,KVD
Europe,Eastern Europe,Azerbaijan,Nakhchivan,Nakhchivan Airport,NAJ
Europe,Eastern Europe,Azerbaijan,Qabala,Qabala International Airport,GBB
Europe,Eastern Europe,Azerbaijan,Lankaran,Lankaran International Airport,LLK
Europe,Eastern Europe,Azerbaijan,Zaqatala,Zaqatala International Airport,ZTU
Europe,Eastern Europe,Belarus,Grodno,Hrodna Airport,GNA
Europe,Eastern Europe,Belarus,Gomel,Gomel Airport,GME
Europe,Eastern Europe,Belarus,Minsk,Minsk International Airport,MSQ
Europe,Eastern Europe,Bosnia and Herzegovina,Banja Luka,Banja Luka International Airport,BNX
Europe,Eastern Europe,Bosnia and Herzegovina,Sarajevo,Sarajevo International Airport,SJJ
Europe,Eastern Europe,Bosnia and Herzegovina,Tuzla,Tuzla International Airport,TZL
Europe,Eastern Europe,Bosnia and Herzegovina,Mostar,Mostar International Airport,OMO
Europe,Eastern Europe,Bulgaria,Burgas,Burgas Airport,BOJ
Europe,Eastern Europe,Bulgaria,Plovdiv,Plovdiv Airport,PDV
Europe,Eastern Europe,Bulgaria,Sofia,Sofia Airport,SOF
Europe,Eastern Europe,Bulgaria,Varna,Varna Airport,VAR
Europe,Eastern Europe,Estonia,Tallinn,Lennart Meri Tallinn Airport,TLL
Europe,Eastern Europe,Estonia,Tartu,Tartu Airport,TAY
Europe,Eastern Europe,Georgia,Ambrolauri,Ambrolauri Airport,UGAM
Europe,Eastern Europe,Georgia,Batumi,Batumi International Airport,BUS
Europe,Eastern Europe,Georgia,Kutaisi,Kutaisi International Airport,KUT
Europe,Eastern Europe,Georgia,Mestia,Queen Tamar Airport,UGMS
Europe,Eastern Europe,Georgia,Natakhtari,Natakhtari Airfield,UGSA
Europe,Eastern Europe,Georgia,Sokhumi,Sukhumi Babushara Airport,SUI
Europe,Eastern Europe,Georgia,Tbilisi,Tbilisi International Airport,TBS
Europe,Eastern Europe,Kosovo,Pristina,Pristina International Airport,PRN
Europe,Eastern Europe,Latvia,Riga,Riga International Airport,RIX
Europe,Eastern Europe,Latvia,Ventspils,Ventspils International Airport,VNT
Europe,Eastern Europe,Lithuania,Kaunas,Kaunas Airport,KUN
Europe,Eastern Europe,Lithuania,Palanga,Palanga International Airport,PLQ
Europe,Eastern Europe,Lithuania,Šiauliai,Šiauliai International Airport,SQQ
Europe,Eastern Europe,Lithuania,Vilnius,Vilnius Airport,VNO
Europe,Eastern Europe,Moldova,Chişinău,Chișinău International Airport,KIV
Europe,Eastern Europe,Romania,Arad,Arad International Airport,ARW
Europe,Eastern Europe,Romania,Bacau,George Enescu International Airport,BCM
Europe,Eastern Europe,Romania,Baia Mare,Maramureș Airport,BAY
Europe,Eastern Europe,Romania,Bucharest,Henri Coandă International Airport,|
Europe,Eastern Europe,Romania,Aurel Vlaicu International Airport,BBU,
Europe,Eastern Europe,Romania,Cluj-Napoca,Cluj-Napoca International Airport,CLJ
Europe,Eastern Europe,Romania,Constanța,Mihail Kogălniceanu International Airport,CND
Europe,Eastern Europe,Romania,Craiova,Craiova International Airport,CRA
Europe,Eastern Europe,Romania,Iași,Iași International Airport,IAS
Europe,Eastern Europe,Romania,Oradea,Oradea International Airport,OMR
Europe,Eastern Europe,Romania,Satu Mare,Satu Mare International Airport,SUJ
Europe,Eastern Europe,Romania,Sibiu,Sibiu International Airport,SBZ
Europe,Eastern Europe,Romania,Suceava,Suceava International Airport,SCV
Europe,Eastern Europe,Romania,Târgu Mureș,Târgu Mureș International Airport,TGM
Europe,Eastern Europe,Romania,Timișoara,Timișoara Traian Vuia International Airport,TSR
Europe,Eastern Europe,Montenegro,Podgorica,Podgorica Airport,TGD
Europe,Eastern Europe,Montenegro,Tivat,Tivat Airport,TIV
Europe,Eastern Europe,North Macedonia,Ohrid,Ohrid St. Paul the Apostle Airport,OHD
Europe,Eastern Europe,North Macedonia,Skopje,Skopje International Airport,SKP
Europe,Eastern Europe,Serbia,Belgrade,Belgrade Nikola Tesla Airport,BEG
Europe,Eastern Europe,Serbia,Niš,Niš Constantine the Great Airport,INI
Europe,Eastern Europe,Serbia,Kraljevo,Morava Airport,KVO
Europe,Eastern Europe,Turkey,Adana,Şakirpaşa Airport,ADA
Europe,Eastern Europe,Turkey,Alanya,Gazipaşa Airport,GZP
Europe,Eastern Europe,Turkey,Ankara,Esenboğa International Airport,ESB
Europe,Eastern Europe,Turkey,Antalya,Antalya Airport,AYT
Europe,Eastern Europe,Turkey,Bodrum,Milas-Bodrum Airport,BJV
Europe,Eastern Europe,Turkey,Bursa,Yenişehir Airport,YEI
Europe,Eastern Europe,Turkey,Dalaman,Dalaman Airport,DLM
Europe,Eastern Europe,Turkey,Denizli,Denizli Çardak Airport,DNZ
Europe,Eastern Europe,Turkey,Diyarbakır,Diyarbakır Airport,DIY
Europe,Eastern Europe,Turkey,Elazığ,Elazığ Airport,EZS
Europe,Eastern Europe,Turkey,Gaziantep,Oğuzeli Airport,GZT
Europe,Eastern Europe,Turkey,Istanbul,Istanbul Airport,IST
Europe,Eastern Europe,Turkey,Sabiha Gökçen International Airport,SAW,
Europe,Eastern Europe,Turkey,İzmir,Adnan Menderes Airport,ADB
Europe,Eastern Europe,Turkey,Kayseri,Erkilet Airport,ASR
Europe,Eastern Europe,Turkey,Konya,Konya Airport,KYA
Europe,Eastern Europe,Turkey,Kütahya,Zafer Airport,KZR
Europe,Eastern Europe,Turkey,Malatya,Erhaç Airport,MLX
Europe,Eastern Europe,Turkey,Nevşehir,Kapadokya Airport,NAV
Europe,Eastern Europe,Turkey,Samsun,Samsun-Çarşamba Airport,SZF
Europe,Eastern Europe,Turkey,Trabzon,Trabzon Airport,TZX
Europe,Eastern Europe,Turkey,Zonguldak,Zonguldak Airport,ONQ
Europe,Eastern Europe,Ukraine,Chernivtsi,Chernivtsi International Airport,CWC
Europe,Eastern Europe,Ukraine,Dnipro,Dnipro International Airport,DNK
Europe,Eastern Europe,Ukraine,Ivano-Frankivsk,Ivano-Frankivsk International Airport,IFO
Europe,Eastern Europe,Ukraine,Kharkiv,Kharkiv International Airport,HRK
Europe,Eastern Europe,Ukraine,Kryvyi Rih,Kryvyi Rih International Airport,KWG
Europe,Eastern Europe,Ukraine,Kyiv,Boryspil International Airport,KBP
Europe,Eastern Europe,Ukraine,Kyiv International Airport,IEV,
Europe,Eastern Europe,Ukraine,Lviv,Lviv Danylo Halytskyi International Airport,LWO
Europe,Eastern Europe,Ukraine,Mykolaiv,Mykolaiv International Airport,NLV
Europe,Eastern Europe,Ukraine,Odessa,Odesa International Airport,ODS
Europe,Eastern Europe,Ukraine,Poltava,Poltava Airport,PLV
Europe,Eastern Europe,Ukraine,Simferopol,Simferopol International Airport,SIP
Europe,Eastern Europe,Ukraine,Uzhhorod,Uzhhorod International Airport,UDJ
Europe,Eastern Europe,Ukraine,Zaporizhzhia,Zaporizhzhia International Airport,OZH
Europe,Nordic region,Denmark,Aalborg,Aalborg Airport,AAL
Europe,Nordic region,Denmark,Aarhus,Aarhus Airport,AAR
Europe,Nordic region,Denmark,Billund,Billund Airport,BLL
Europe,Nordic region,Denmark,Copenhagen,Copenhagen Airport,CPH
Europe,Nordic region,Faroe Islands,Vágar,Vágar Airport,FAE
Europe,Nordic region,Iceland,Akureyri,Akureyri Airport,AEY
Europe,Nordic region,Iceland,Reykjavík,Keflavik International Airport,KEF
Europe,Nordic region,Iceland,Reykjavík Airport,RKV,Small
Oceania,N/A,American Samoa,Pago Pago,Pago Pago International Airport,PPG
Oceania,N/A,Christmas Island,Christmas Island,Christmas Island Airport,XCH
Oceania,N/A,Cocos (Keeling) Islands,Cocos (Keeling) Islands,Cocos (Keeling) Islands Airport,CCK
Oceania,N/A,Cook Islands,Rarotonga,Rarotonga Airport,RAR
Oceania,N/A,Easter Island,Hanga Roa,Mataveri International Airport,IPC
Oceania,N/A,Fiji,Nadi,Nadi International Airport,NAN
Oceania,N/A,Fiji,Suva,Nausori International Airport,SUV
Oceania,N/A,French Polynesia,Papeete,Faa'a International Airport,PPT
Oceania,N/A,Guam,Hagåtña,Antonio B. Won Pat International Airport,GUM
Oceania,N/A,Kiribati,Kiritimati,Cassidy International Airport,CXI
Oceania,N/A,Kiribati,Tarawa,Bonriki International Airport,TRW
Oceania,N/A,Marshall Islands,Kwajalein,Bucholz Army Airfield,KWA
Oceania,N/A,Marshall Islands,Majuro,Marshall Islands International Airport,MAJ
Oceania,N/A,Federated States of Micronesia,Chuuk,Chuuk International Airport,TKK
Oceania,N/A,Federated States of Micronesia,Kosrae,Kosrae International Airport,KSA
Oceania,N/A,Federated States of Micronesia,Pohnpei,Pohnpei International Airport,PNI
Oceania,N/A,Federated States of Micronesia,Yap,Yap International Airport,YAP
Oceania,N/A,Nauru,Yaren District,Nauru International Airport,INU
Oceania,N/A,New Caledonia,Nouméa,La Tontouta International Airport,NOU
Oceania,N/A,New Zealand,Auckland,Auckland Airport,AKL
Oceania,N/A,New Zealand,Christchurch,Christchurch Airport,CHC
Oceania,N/A,New Zealand,Queenstown,Queenstown Airport,ZQN
Oceania,N/A,New Zealand,Wellington,Wellington Airport,WLG
Oceania,N/A,Norfolk Island,Norfolk Island,Norfolk Island Airport,NLK
Oceania,N/A,Northern Mariana Islands,Rota,Rota International Airport,ROP
Oceania,N/A,Northern Mariana Islands,Saipan,Saipan International Airport,SPN
Oceania,N/A,Northern Mariana Islands,Tinian,Tinian International Airport,TIQ
Oceania,N/A,Niue,Alofi,Niue International Airport,IUE
Oceania,N/A,Palau,Koror,Roman Tmetuchl International Airport,ROR
Oceania,N/A,Papua New Guinea,Port Moresby,Jacksons International Airport,POM
Oceania,N/A,Papua New Guinea,Mount Hagen,Mount Hagen Airport,HGU
Oceania,N/A,Samoa,Apia,Faleolo International Airport,APW
Oceania,N/A,Solomon Islands,Honiara,Honiara International Airport,HIR
Oceania,N/A,Tonga,Nukuʻalofa,Fuaʻamotu International Airport,TBU
Oceania,N/A,Tonga,Vavaʻu,Vavaʻu International Airport,VAV
Oceania,N/A,Tuvalu,Funafuti,Funafuti International Airport,FUN
Oceania,N/A,Vanuatu,Luganville,Santo-Pekoa International Airport,SON
Oceania,N/A,Vanuatu,Port Vila,Bauerfield International Airport,VLI
Oceania,N/A,Wallis and Futuna,Futuna,Pointe Vele Airport,FUT
Oceania,N/A,Wallis and Futuna,Wallis,Hihifo Airport,WLS
