Region,SubRegion,Country,City,Airport name,IATA Code
Asia,East Asia,China,Fuzhou,Fuzhou Changle International Airport,FOC
Asia,East Asia,China,Ganzhou,Ganzhou Huangjin Airport,KOW
Asia,East Asia,China,Guangzhou,Guangzhou Baiyun International Airport,CAN
Asia,East Asia,China,Guilin,Guilin Liangjiang International Airport,KWL
Asia,East Asia,China,Guiyang,Guiyang Longdongbao International Airport,KWE
Asia,East Asia,China,Haikou,Haikou Meilan International Airport,HAK
Asia,East Asia,China,Hangzhou,Hangzhou Xiaoshan International Airport,HGH
Asia,East Asia,China,Harbin,Harbin Taiping International Airport,HRB
Asia,East Asia,China,Hefei,Hefei Xinqiao International Airport,HFE
Asia,East Asia,China,Heihe,Heihe Aihui Airport,HEK
Asia,East Asia,China,Hohhot,Hohhot Baita International Airport,HET
Asia,East Asia,China,Huai'an,Huai'an Lianshui International Airport,HIA
Asia,East Asia,China,Huangshan City,Huangshan Tunxi International Airport,TXN
Asia,East Asia,China,Hulunbuir,Hulunbuir Hailar Airport,HLD
Asia,East Asia,China,Jiamusi,Jiamusi Dongjiao Airport,JMU
Asia,East Asia,China,Jieyang,Jieyang Chaoshan International Airport,SWA
Asia,East Asia,China,Jinan,Jinan Yaoqiang International Airport,TNA
Asia,East Asia,China,Kunming,Kunming Changshui International Airport,KMG
Asia,East Asia,China,Lanzhou,Lanzhou Zhongchuan International Airport,LHW
Asia,East Asia,China,Lhasa,Lhasa Gonggar Airport,LXA
Asia,East Asia,China,Lianyungang,Lianyungang Baitabu Airport,LYG
Asia,East Asia,China,Lijiang,Lijiang Sanyi International Airport,LJG
Asia,East Asia,China,Linyi,Linyi Qiyang Airport,LYI
Asia,East Asia,China,Luoyang,Luoyang Beijiao Airport,LYA
Asia,East Asia,China,Mangshi,Dehong Mangshi Airport,LUM
Asia,East Asia,China,Manzhouli,Manzhouli Xijiao Airport,NZH
Asia,East Asia,China,Meizhou,Meixian Airport,MXZ
Asia,East Asia,China,Mudanjiang,Mudanjiang Hailang International Airport,MDG
Asia,East Asia,China,Nanchang,Nanchang Changbei International Airport,KHN
Asia,East Asia,China,Nanjing,Nanjing Lukou International Airport,NKG
Asia,East Asia,China,Nanning,Nanning Wuxu International Airport,NNG
Asia,East Asia,China,Nantong,Nantong Xingdong International Airport,NTG
Asia,East Asia,China,Ningbo,Ningbo Lishe International Airport,NGB
Asia,East Asia,China,Ordos City,Ordos Ejin Horo International Airport,DSN
Asia,East Asia,China,Qingdao,Qingdao Liuting International Airport,TAO
Asia,East Asia,China,Qinhuangdao,Qinhuangdao Beidaihe Airport,BPE
Asia,East Asia,China,Qiqihar,Qiqihar Sanjiazi Airport,NDG
Asia,East Asia,China,Quanzhou,Quanzhou Jinjiang International Airport,JJN
Asia,East Asia,China,Sanya,Sanya Phoenix International Airport,SYX
Asia,East Asia,China,Shanghai,Shanghai Hongqiao International Airport,SHA
Asia,East Asia,China,Shanghai Pudong International Airport,PVG,
Asia,East Asia,China,Shenyang,Shenyang Taoxian International Airport,SHE
Asia,East Asia,China,Shenzhen,Shenzhen Bao'an International Airport,SZX
Asia,East Asia,China,Shijiazhuang,Shijiazhuang Zhengding International Airport,SJW
Asia,East Asia,China,Taiyuan,Taiyuan Wusu International Airport,TYN
Asia,East Asia,China,Tianjin,Tianjin Binhai International Airport,TSN
Asia,East Asia,China,Ulanqab,Ulanqab Jining Airport,UCB
Asia,East Asia,China,Ürümqi,Ürümqi Diwopu International Airport,URC
Asia,East Asia,China,Wanzhou,Wanzhou Wuqiao Airport,WXN
Asia,East Asia,China,Weihai,Weihai Dashuibo Airport,WEH
Asia,East Asia,China,Wenzhou,Wenzhou Yongqiang Airport,WNZ
Asia,East Asia,China,Wuhan,Wuhan Tianhe International Airport,WUH
Asia,East Asia,China,Wuxi,Sunan Shuofang International Airport,WUX
Asia,East Asia,China,Wuyishan,Wuyishan Airport,WUS
Asia,East Asia,China,Xiamen,Xiamen Gaoqi International Airport,XMN
Asia,East Asia,China,Xi'an,Xi'an Xianyang International Airport,XIY
Asia,East Asia,China,Xining,Xining Caojiabao International Airport,XNN
Asia,East Asia,China,Xinzhou,Xinzhou Wutaishan Airport,WUT
Asia,East Asia,China,Xishuangbanna,Xishuangbanna Gasa International Airport,JHG
Asia,East Asia,China,Xuzhou,Xuzhou Guanyin Airport,XUZ
Asia,East Asia,China,Yancheng,Yancheng Nanyang Airport,YNZ
Asia,East Asia,China,Yangzhou,Yangzhou Taizhou International Airport,YTY
Asia,East Asia,China,Yanji,Yanji Airport,YNJ
Asia,East Asia,China,Yantai,Yantai Penglai International Airport,YNT
Asia,East Asia,China,Yichang,Yichang Sanxia Airport,YIH
Asia,East Asia,China,Yinchuan,Yinchuan Hedong International Airport,INC
Asia,East Asia,China,Yiwu,Yiwu Airport,YIW
Asia,East Asia,China,Yuncheng,Yuncheng Guangong Airport,YCU
Asia,East Asia,China,Zhangjiajie,Zhangjiajie Hehua Airport,DYG
Asia,East Asia,China,Zhanjiang,Zhanjiang Airport,ZHA
Asia,East Asia,China,Zhengzhou,Zhengzhou Xinzheng International Airport,CGO
Asia,East Asia,China,Zhuhai,Zhuhai Jinwan Airport,ZUH
Asia,East Asia,China,Zunyi,Zunyi Xinzhou Airport,ZYI
Asia,East Asia,Hong Kong,Hong Kong,Hong Kong International Airport,HKG
Asia,East Asia,Macau,Macau,Macau International Airport,MFM
Asia,East Asia,Taiwan,Hualien City,Hualien Airport,HUN
Asia,East Asia,Taiwan,Kaohsiung,Kaohsiung International Airport,KHH
Asia,East Asia,Taiwan,Taichung,Taichung International Airport,RMQ
Asia,East Asia,Taiwan,Tainan,Tainan Airport,TNN
Asia,East Asia,Taiwan,Taipei,Taipei Songshan Airport,TSA
Asia,East Asia,Taiwan,Taoyuan,Taoyuan International Airport,TPE
Asia,East Asia,South Korea,Busan,Gimhae International Airport,PUS
Asia,East Asia,South Korea,Daegu,Daegu International Airport,TAE
Asia,East Asia,South Korea,Jeju,Jeju International Airport,CJU
Asia,East Asia,South Korea,Seoul,Gimpo International Airport,GMP
Asia,East Asia,South Korea,Incheon,Incheon International Airport,ICN
Asia,East Asia,South Korea,Cheongju,Cheongju International Airport,CJJ
Asia,East Asia,South Korea,Muan,Muan International Airport,MWX
Asia,East Asia,South Korea,Yangyang,Yangyang International Airport,YNY
Asia,South Asia,Bangladesh,Chittagong,Shah Amanat International Airport,CGP
Asia,South Asia,Bangladesh,Dhaka,Shahjalal International Airport,DAC
Asia,South Asia,Bangladesh,Sylhet,Osmani International Airport,ZYL
Asia,South Asia,Bhutan,Paro,Paro Airport,PBH
Asia,South Asia,India,Agartala,Maharaja Bir Bikram Airport,IXA
Asia,South Asia,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD
Asia,South Asia,India,Amritsar,Sri Guru Ram Dass Jee International Airport,ATQ
Asia,South Asia,India,Bangalore,Kempegowda International Airport,BLR
Asia,South Asia,India,Bhubaneswar,Biju Patnaik Airport,BBI
Asia,South Asia,India,Chennai,Chennai International Airport,MAA
Asia,South Asia,India,Coimbatore,Coimbatore International Airport,CJB
Asia,South Asia,India,Delhi,Indira Gandhi International Airport,DEL
Asia,South Asia,India,Goa,Dabolim Airport,GOI
Asia,South Asia,India,Gaya,Gaya Airport,GAY
Asia,South Asia,India,Guwahati,Lokpriya Gopinath Bordoloi International Airport,GAU
Asia,South Asia,India,Hyderabad,Rajiv Gandhi International Airport,HYD
Asia,South Asia,India,Imphal,Imphal Airport,IMF
Asia,South Asia,India,Indore,Devi Ahilya Bai Holkar Airport,IDR
Asia,South Asia,India,Jaipur,Jaipur International Airport,JAI
Asia,South Asia,India,Kannur,Kannur International Airport,CNN
Asia,South Asia,India,Kochi,Cochin International Airport,COK
Asia,South Asia,India,Kolkata,Netaji Subhas Chandra Bose International Airport,CCU
Asia,South Asia,India,Kozhikode,Calicut International Airport,CCJ
Asia,South Asia,India,Lucknow,Chaudhary Charan Singh Airport,LKO
Asia,South Asia,India,Madurai,Madurai Airport,IXM
Asia,South Asia,India,Mangalore,Mangalore International Airport,IXE
Asia,South Asia,India,Mumbai,Chhatrapati Shivaji Maharaj International Airport,BOM
Asia,South Asia,India,Nagpur,Dr. Babasaheb Ambedkar International Airport,NAG
Asia,South Asia,India,Pune,Pune Airport,PNQ
Asia,South Asia,India,Siliguri,Bagdogra Airport,IXB
Asia,South Asia,India,Srinagar,Sheikh ul-Alam International Airport,SXR
Asia,South Asia,India,Surat,Surat Airport,STV
Asia,South Asia,India,Thiruvananthapuram,Trivandrum International Airport,TRV
Asia,South Asia,India,Tirupati,Tirupati International Airport,TIR
Asia,South Asia,India,Trichy,Tiruchirappalli International Airport,TRZ
Asia,South Asia,India,Vadodara,Vadodara Airport,BDQ
Asia,South Asia,India,Varanasi,Lal Bahadur Shastri Airport,VNS
Asia,South Asia,India,Vijayawada,Vijayawada International Airport,VGA
Asia,South Asia,India,Visakhapatnam,Visakhapatnam International Airport,VTZ
Asia,South Asia,Maldives,Hulhulé Island,Velana International Airport,MLE
Asia,South Asia,Maldives,Addu City,Gan International Airport,GAN
Asia,South Asia,Maldives,Hanimaadhoo,Hanimaadhoo International Airport,HAQ
Asia,South Asia,Nepal,Kathmandu,Tribhuvan International Airport,KTM
Asia,South Asia,Pakistan,Bahawalpur,Bahawalpur Airport,BHV
Asia,South Asia,Pakistan,Faisalabad,Faisalabad International Airport,LYP
Asia,South Asia,Pakistan,Gwadar,Gwadar International Airport,GWD
Asia,South Asia,Pakistan,Islamabad,Islamabad International Airport,ISB
Asia,South Asia,Pakistan,Karachi,Jinnah International Airport,KHI
Asia,South Asia,Pakistan,Lahore,Allama Iqbal International Airport,LHE
Asia,South Asia,Pakistan,Multan,Multan International Airport,MUX
Asia,South Asia,Pakistan,Peshawar,Bacha Khan International Airport,PEW
Asia,South Asia,Pakistan,Quetta,Quetta International Airport,UET
Asia,South Asia,Pakistan,Rahim Yar Khan,Shaikh Zayed International Airport,RYK
Asia,South Asia,Pakistan,Sialkot,Sialkot International Airport,SKT
Asia,South Asia,Pakistan,Turbat,Turbat International Airport,TUK
Asia,South Asia,Sri Lanka,Colombo,Bandaranaike International Airport,CMB
Asia,South Asia,Sri Lanka,Ratmalana Airport,RML,
Asia,South Asia,Sri Lanka,Hambantota,Mattala Rajapaksa International Airport,HRI
Asia,South Asia,Sri Lanka,Jaffna,Jaffna International Airport,JAF
Asia,Southeast Asia,Brunei,Bandar Seri Begawan,Brunei International Airport,BWN
Asia,Southeast Asia,Cambodia,Phnom Penh,Phnom Penh International Airport,PNH
Asia,Southeast Asia,Cambodia,Siem Reap,Siem Reap International Airport,REP
Asia,Southeast Asia,Cambodia,Sihanoukville,Sihanouk International Airport,KOS
Asia,Southeast Asia,East Timor,Dili,Presidente Nicolau Lobato International Airport,DIL
Asia,Southeast Asia,Indonesia,Balikpapan,Sultan Aji Muhammad Sulaiman Sepinggan Airport,BPN
Asia,Southeast Asia,Indonesia,Banda Aceh,Sultan Iskandar Muda International Airport,BTJ
Asia,Southeast Asia,Indonesia,Bandar Lampung,Radin Inten II International Airport,TKG
Asia,Southeast Asia,Indonesia,Bandung,Husein Sastranegara International Airport,BDO
Asia,Southeast Asia,Indonesia,Kertajati International Airport,KJT,
Asia,Southeast Asia,Indonesia,Banjarmasin,Syamsudin Noor International Airport,BDJ
Asia,Southeast Asia,Indonesia,Banyuwangi,Banyuwangi International Airport,BWX
Asia,Southeast Asia,Indonesia,Batam,Hang Nadim International Airport,BTH
Asia,Southeast Asia,Indonesia,Biak,Frans Kaisiepo International Airport,BIK
Asia,Southeast Asia,Indonesia,Denpasar,Ngurah Rai International Airport,DPS
Asia,Southeast Asia,Indonesia,Jakarta,Halim Perdanakusuma International Airport,HLP
Asia,Southeast Asia,Indonesia,Soekarno–Hatta International Airport,CGK,
Asia,Southeast Asia,Indonesia,Kupang,El Tari International Airport,KOE
Asia,Southeast Asia,Indonesia,Makassar,Sultan Hasanuddin International Airport,UPG
Asia,Southeast Asia,Indonesia,Manado,Sam Ratulangi International Airport,MDC
Asia,Southeast Asia,Indonesia,Mataram,Lombok International Airport,LOP
Asia,Southeast Asia,Indonesia,Medan,Kualanamu International Airport,KNO
Asia,Southeast Asia,Indonesia,Padang,Minangkabau International Airport,PDG
Asia,Southeast Asia,Indonesia,Palembang,Sultan Mahmud Badaruddin II International Airport,PLM
Asia,Southeast Asia,Indonesia,Pekanbaru,Sultan Syarif Kasim II International Airport,PKU
Asia,Southeast Asia,Indonesia,Pontianak,Supadio International Airport,PNK
Asia,Southeast Asia,Indonesia,Semarang,Jenderal Ahmad Yani International Airport,SRG
Asia,Southeast Asia,Indonesia,Siborong-Borong,Sisingamangaraja XII International Airport,DTB
Asia,Southeast Asia,Indonesia,Surabaya,Juanda International Airport,SUB
Asia,Southeast Asia,Indonesia,Surakarta,Adisumarmo International Airport,SOC
Asia,Southeast Asia,Indonesia,Tanjung Pandan,H.A.S. Hanandjoeddin International Airport,TJQ
Asia,Southeast Asia,Indonesia,Tarakan,Juwata International Airport,TRK
Asia,Southeast Asia,Indonesia,Yogyakarta,Yogyakarta International Airport,YIA
Asia,Southeast Asia,Laos,Luang Prabang,Luang Prabang International Airport,LPQ
Asia,Southeast Asia,Laos,Pakse,Pakse International Airport,PKZ
Asia,Southeast Asia,Laos,Savannakhet,Savannakhet Airport,ZVK
Asia,Southeast Asia,Laos,Vientiane,Wattay International Airport,VTE
Asia,Southeast Asia,Malaysia,Alor Setar,Sultan Abdul Halim Airport,AOR
Asia,Southeast Asia,Malaysia,Ipoh,Sultan Azlan Shah Airport,IPH
Asia,Southeast Asia,Malaysia,Johor Bahru,Senai International Airport,JHB
Asia,Southeast Asia,Malaysia,Kota Bharu,Sultan Ismail Petra Airport,KBR
Asia,Southeast Asia,Malaysia,Kota Kinabalu,Kota Kinabalu International Airport,BKI
Asia,Southeast Asia,Malaysia,Kuala Lumpur,/,Sepang
Asia,Southeast Asia,Malaysia,Kuala Terengganu,Sultan Mahmud Airport,TGG
Asia,Southeast Asia,Malaysia,Kuantan,Sultan Haji Ahmad Shah Airport,KUA
Asia,Southeast Asia,Malaysia,Kuching,Kuching International Airport,KCH
Asia,Southeast Asia,Malaysia,Langkawi,Langkawi International Airport,LGK
Asia,Southeast Asia,Malaysia,Penang,Penang International Airport,PEN
Asia,Southeast Asia,Malaysia,Subang,Sultan Abdul Aziz Shah Airport,SZB
Asia,Southeast Asia,Myanmar (Burma),Mandalay,Mandalay International Airport,MDL
Asia,Southeast Asia,Myanmar (Burma),Yangon,Yangon International Airport,RGN
Asia,Southeast Asia,Myanmar (Burma),Naypyidaw,Naypyidaw International Airport,NYT
Asia,Southeast Asia,Philippines,Batanes,Basco Airport,BSO
Asia,Southeast Asia,Philippines,Cagayan,Cagayan North International Airport,LLC
Asia,Southeast Asia,Philippines,Lapu-Lapu City,Mactan–Cebu International Airport,CEB
Asia,Southeast Asia,Philippines,Angeles City,Clark International Airport,CRK
Asia,Southeast Asia,Philippines,Davao City,Francisco Bangoy International Airport,DVO
Asia,Southeast Asia,Philippines,General Santos,General Santos International Airport,GES
Asia,Southeast Asia,Philippines,Iloilo City,Iloilo International Airport,ILO
Asia,Southeast Asia,Philippines,Kalibo,Kalibo International Airport,KLO
Asia,Southeast Asia,Philippines,Laoag,Laoag International Airport,LAO
Asia,Southeast Asia,Philippines,Manila,Ninoy Aquino International Airport,MNL
Asia,Southeast Asia,Philippines,Panglao Island,Bohol–Panglao International Airport,TAG
Asia,Southeast Asia,Philippines,Puerto Princesa,Puerto Princesa International Airport,PPS
Asia,Southeast Asia,Philippines,Olongapo,Subic Bay International Airport,SFS
Asia,Southeast Asia,Philippines,Zamboanga City,Zamboanga International Airport,ZAM
Asia,Southeast Asia,Singapore,Singapore,Changi Airport,SIN
Asia,Southeast Asia,Singapore,Seletar Airport,XSP,
Asia,Southeast Asia,Thailand,Bangkok,/,Samut Prakan
Asia,Southeast Asia,Thailand,Bangkok,Don Mueang International Airport,DMK
Asia,Southeast Asia,Thailand,Chiang Mai,Chiang Mai International Airport,CNX
Asia,Southeast Asia,Thailand,Chiang Rai,Chiang Rai International Airport,CEI
Asia,Southeast Asia,Thailand,Rayong,/,Pattaya
Asia,Southeast Asia,Thailand,Hat Yai,Hat Yai International Airport,HDY
Asia,Southeast Asia,Thailand,Krabi,Krabi International Airport,KBV
Asia,Southeast Asia,Thailand,Phuket,Phuket International Airport,HKT
Asia,Southeast Asia,Thailand,Surat Thani,Surat Thani International Airport,URT
Asia,Southeast Asia,Thailand,Ko Samui,Samui Airport,USM
Asia,Southeast Asia,Thailand,Udon Thani,Udon Thani International Airport,UTH
Asia,Southeast Asia,Vietnam,Da Nang,Da Nang International Airport,DAD
Asia,Southeast Asia,Vietnam,Hanoi,Noi Bai International Airport,HAN
Asia,Southeast Asia,Vietnam,Ho Chi Minh City,Tan Son Nhat International Airport,SGN
Asia,Southeast Asia,Vietnam,Can Tho,Can Tho International Airport,VCA
Asia,Southeast Asia,Vietnam,Haiphong,Cat Bi International Airport,HPH
Asia,Southeast Asia,Vietnam,Huế,Phu Bai International Airport,HUI
Asia,Southeast Asia,Vietnam,Phu Quoc,Phu Quoc International Airport,PQC
Asia,Southeast Asia,Vietnam,Nha Trang,Cam Ranh International Airport,CXR
Asia,Southeast Asia,Vietnam,Quảng Nam,Chu Lai Airport,VCL
Asia,Southwest Asia and the Middle East,Afghanistan,Kabul,Kabul International Airport,KBL
Asia,Southwest Asia and the Middle East,Afghanistan,Herat,Herat International Airport,HEA
Asia,Southwest Asia and the Middle East,Afghanistan,Kandahar,Kandahar International Airport,KDH
Asia,Southwest Asia and the Middle East,Afghanistan,Mazar-i-Sharif,Mazar-i-Sharif International Airport,MZR
Asia,Southwest Asia and the Middle East,Bahrain,Manama,Bahrain International Airport,BAH
Asia,Southwest Asia and the Middle East,Iran,Abadan,Abadan International Airport,ABD
Asia,Southwest Asia and the Middle East,Iran,Ahvaz,Ahvaz International Airport,AWZ
Asia,Southwest Asia and the Middle East,Iran,Arak,Arak International Airport,AJK
Asia,Southwest Asia and the Middle East,Iran,Ardabil,Ardabil Airport,ADU
Asia,Southwest Asia and the Middle East,Iran,Asaluyeh,Persian Gulf Airport,PGU
Asia,Southwest Asia and the Middle East,Iran,Bandar Abbas,Bandar Abbas International Airport,BND
Asia,Southwest Asia and the Middle East,Iran,Birjand,Birjand International Airport,XBJ
Asia,Southwest Asia and the Middle East,Iran,Bushehr,Bushehr Airport,BUZ
Asia,Southwest Asia and the Middle East,Iran,Gorgan,Gorgan International Airport,GBT
Asia,Southwest Asia and the Middle East,Iran,Hamadan,Hamadan International Airport,HDM
Asia,Southwest Asia and the Middle East,Iran,Ilam,Ilam Airport,IIL
Asia,Southwest Asia and the Middle East,Iran,Isfahan,Isfahan International Airport,IFN
Asia,Southwest Asia and the Middle East,Iran,Kerman,Ayatollah Hashemi Rafsanjani Airport,KER
Asia,Southwest Asia and the Middle East,Iran,Kermanshah,Shahid Ashrafi Esfahani Airport,KSH
Asia,Southwest Asia and the Middle East,Iran,Kish Island,Kish Airport,KIH
Asia,Southwest Asia and the Middle East,Iran,Konarak,Chabahar Konarak Airport,ZBR
Asia,Southwest Asia and the Middle East,Iran,Lamerd,Lamerd Airport,LFM
Asia,Southwest Asia and the Middle East,Iran,Lar,Larestan International Airport,LRR
Asia,Southwest Asia and the Middle East,Iran,Mashhad,Mashhad International Airport,MHD
Asia,Southwest Asia and the Middle East,Iran,Qeshm Island,Qeshm International Airport,GSM
Asia,Southwest Asia and the Middle East,Iran,Rasht,Rasht Airport,RAS
Asia,Southwest Asia and the Middle East,Iran,Sari,Dasht-e Naz Airport,SRY
Asia,Southwest Asia and the Middle East,Iran,Shiraz,Shiraz International Airport,SYZ
Asia,Southwest Asia and the Middle East,Iran,Tabriz,Tabriz International Airport,TBZ
Asia,Southwest Asia and the Middle East,Iran,Tehran,Imam Khomeini International Airport,IKA
Asia,Southwest Asia and the Middle East,Iran,Mehrabad International Airport,THR,
Asia,Southwest Asia and the Middle East,Iran,Urmia,Urmia Airport,OMH
Asia,Southwest Asia and the Middle East,Iran,Yazd,Shahid Sadooghi Airport,AZD
Asia,Southwest Asia and the Middle East,Iran,Zahedan,Zahedan Airport,ZAH
Asia,Southwest Asia and the Middle East,Iraq,Al Najaf,Al Najaf International Airport,NJF
Asia,Southwest Asia and the Middle East,Iraq,Baghdad,Baghdad International Airport,BGW
Asia,Southwest Asia and the Middle East,Iraq,Basra,Basra International Airport,BSR
Asia,Southwest Asia and the Middle East,Iraq,Erbil,Erbil International Airport,EBL
Asia,Southwest Asia and the Middle East,Iraq,Mosul,Mosul International Airport,OSM
Asia,Southwest Asia and the Middle East,Iraq,Nasiriyah,Nasiriyah Airport,XNH
Asia,Southwest Asia and the Middle East,Iraq,Sulaymaniyah,Sulaimaniyah International Airport,ISU
Asia,Southwest Asia and the Middle East,Israel,Eilat,Ramon Airport,ETM
Asia,Southwest Asia and the Middle East,Israel,Haifa,Haifa Airport,HFA
Asia,Southwest Asia and the Middle East,Israel,Tel Aviv,Ben Gurion Airport,TLV
Asia,Southwest Asia and the Middle East,Jordan,Aqaba,King Hussein International Airport,AQJ
Asia,Southwest Asia and the Middle East,Jordan,Amman,Queen Alia International Airport,AMM
Asia,Southwest Asia and the Middle East,Kuwait,Kuwait City,Kuwait International Airport,KWI
Asia,Southwest Asia and the Middle East,Lebanon,Beirut,Beirut–Rafic Hariri International Airport,BEY
Asia,Southwest Asia and the Middle East,Oman,Muscat,Muscat International Airport,MCT
Asia,Southwest Asia and the Middle East,Oman,Salalah,Salalah International Airport,SLL
Asia,Southwest Asia and the Middle East,Oman,Sohar,Sohar International Airport,OHS
Asia,Southwest Asia and the Middle East,Qatar,Doha,Hamad International Airport,DOH
Asia,Southwest Asia and the Middle East,Saudi Arabia,Abha,Abha International Airport,AHB
Asia,Southwest Asia and the Middle East,Saudi Arabia,Al-Ahsa,Al-Ahsa International Airport,HOF
Asia,Southwest Asia and the Middle East,Saudi Arabia,Al-Jawf,Al Jouf Airport,AJF
Asia,Southwest Asia and the Middle East,Saudi Arabia,Buraydah,Prince Naif bin Abdulaziz International Airport,ELQ
Asia,Southwest Asia and the Middle East,Saudi Arabia,Dammam,King Fahd International Airport,DMM
Asia,Southwest Asia and the Middle East,Saudi Arabia,Ha'il,Ha'il International Airport,HAS
Asia,Southwest Asia and the Middle East,Saudi Arabia,Jeddah,King Abdulaziz International Airport,JED
Asia,Southwest Asia and the Middle East,Saudi Arabia,Jizan,Jizan Regional Airport,GIZ
Asia,Southwest Asia and the Middle East,Saudi Arabia,Medina,Prince Mohammad bin Abdulaziz International Airport,MED
Asia,Southwest Asia and the Middle East,Saudi Arabia,Najran,Najran Domestic Airport,EAM
Asia,Southwest Asia and the Middle East,Saudi Arabia,Riyadh,King Khalid International Airport,RUH
Asia,Southwest Asia and the Middle East,Saudi Arabia,Tabuk,Tabuk Regional Airport,TUU
Asia,Southwest Asia and the Middle East,Saudi Arabia,Ta'if,Ta'if Regional Airport,TIF
Asia,Southwest Asia and the Middle East,Saudi Arabia,Yanbu,Yanbu Airport,YNB
Asia,Southwest Asia and the Middle East,Syria,Aleppo,Aleppo International Airport,ALP
Asia,Southwest Asia and the Middle East,Syria,Damascus,Damascus International Airport,DAM
Asia,Southwest Asia and the Middle East,Syria,Latakia,Bassel Al-Assad International Airport,LTK
Asia,Southwest Asia and the Middle East,Syria,Qamishli,Qamishli Airport,KAC
Asia,Southwest Asia and the Middle East,United Arab Emirates,Abu Dhabi,Abu Dhabi International Airport,AUH
Asia,Southwest Asia and the Middle East,United Arab Emirates,Al Ain,Al Ain International Airport,AAN
Asia,Southwest Asia and the Middle East,United Arab Emirates,Dubai,Al Maktoum International Airport,DWC
Asia,Southwest Asia and the Middle East,United Arab Emirates,Dubai International Airport,DXB,"78,475,336"
Asia,Southwest Asia and the Middle East,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah International Airport,RKT
Asia,Southwest Asia and the Middle East,United Arab Emirates,Sharjah,Sharjah International Airport,SHJ
Asia,Southwest Asia and the Middle East,Yemen,Aden,Aden International Airport,ADE
Asia,Southwest Asia and the Middle East,Yemen,Sanaa,Sanaa International Airport,SAH
Asia,Southwest Asia and the Middle East,Yemen,Seiyun,Seiyun Airport,GXF
Europe,Western Europe,Belgium,Antwerp,Antwerp International Airport,ANR
Europe,Western Europe,Belgium,Brussels,Brussels Airport,BRU
Europe,Western Europe,Belgium,Brussels,/,Charleroi
Europe,Western Europe,Belgium,Liège,Liège Airport,LGG
Europe,Western Europe,Belgium,Ostend,/,Bruges
Europe,Western Europe,Gibraltar,Gibraltar,Gibraltar International Airport,GIB
Europe,Western Europe,Guernsey,Alderney,Alderney Airport,ACI
Europe,Western Europe,Guernsey,Guernsey,Guernsey Airport,GCI
Europe,Western Europe,Jersey,Jersey,Jersey Airport,JER
Europe,Western Europe,Ireland,Cork,Cork Airport,ORK
Europe,Western Europe,Ireland,Dublin,Dublin Airport,DUB
Europe,Western Europe,Ireland,Kerry,Kerry Airport,KIR
Europe,Western Europe,Ireland,Knock,Ireland West Airport,NOC
Europe,Western Europe,Ireland,Shannon,Shannon Airport,SNN
Europe,Western Europe,Isle of Man,Isle of Man,Isle of Man Airport,IOM
Europe,Western Europe,Luxembourg,Luxembourg City,Findel Airport,LUX
Europe,Western Europe,Netherlands,Amsterdam,Amsterdam Airport Schiphol,AMS
Europe,Western Europe,Netherlands,Eindhoven,Eindhoven Airport,EIN
Europe,Western Europe,Netherlands,Groningen,Groningen Airport Eelde,GRQ
Europe,Western Europe,Netherlands,Maastricht,Maastricht Aachen Airport,MST
Europe,Western Europe,Netherlands,Rotterdam,Rotterdam The Hague Airport,RTM
Europe,Central Europe,Austria,Graz,Graz Airport,GRZ
Europe,Central Europe,Austria,Klagenfurt,Klagenfurt Airport,KLU
Europe,Central Europe,Austria,Innsbruck,Innsbruck Airport,INN
Europe,Central Europe,Austria,Linz,Linz Airport,LNZ
Europe,Central Europe,Austria,Salzburg,Salzburg Airport,SZG
Europe,Central Europe,Austria,Vienna,Vienna International Airport,VIE
Europe,Central Europe,Czech Republic,Brno,Brno–Tuřany Airport,BRQ
Europe,Central Europe,Czech Republic,Karlovy Vary,Karlovy Vary Airport,KLV
Europe,Central Europe,Czech Republic,Ostrava,Leoš Janáček Airport Ostrava,OSR
Europe,Central Europe,Czech Republic,Prague,Václav Havel Airport Prague,PRG
Europe,Central Europe,Czech Republic,Pardubice,Pardubice Airport,PED
Europe,Central Europe,Hungary,Budapest,Budapest Ferenc Liszt International Airport,BUD
Europe,Central Europe,Hungary,Debrecen,Debrecen International Airport,DEB
Europe,Central Europe,Hungary,Hévíz,Hévíz-Balaton Airport,SOB
Europe,Central Europe,Hungary,Győr,Győr-Pér International Airport,QGY
Europe,Central Europe,Hungary,Pécs,Pécs-Pogány International Airport,QPJ
Europe,Central Europe,Slovakia,Bratislava,Bratislava Airport,BTS
Europe,Central Europe,Slovakia,Košice,Košice International Airport,KSC
Europe,Central Europe,Slovakia,Piešťany,Piešťany Airport,PZY
Europe,Central Europe,Slovakia,Poprad,Poprad-Tatry Airport,TAT
Europe,Central Europe,Slovakia,Sliač,Sliač Airport,SLD
Europe,Central Europe,Slovakia,Žilina,Žilina Airport,ILZ
Europe,Central Europe,Switzerland,Basel,EuroAirport Basel Mulhouse Freiburg,BSL
Europe,Central Europe,Switzerland,Bern,Bern Airport,BRN
Europe,Central Europe,Switzerland,Geneva,Geneva Airport,GVA
Europe,Central Europe,Switzerland,Lugano,Lugano Airport,LUG
Europe,Central Europe,Switzerland,St. Gallen,St. Gallen–Altenrhein Airport,ACH
